A:                                              X:                       X_ans:                   B:
104   8     6     10    -13   -5    16    -5    -0.2029016613960266      -0.20290174461743612     -19   
-16   105   11    -12   7     16    1     -5    0.0309942364692688       0.030994235023250515     8     
-2    11    80    3     -15   -15   1     -7    -0.2543649673461914      -0.2543650380823168      -6    
-14   7     8     100   -7    16    -16   9     -0.7931971549987793      -0.7931971990174057      -112  
-4    1     2     0     95    -3    14    6     0.39612913131713867      0.3961292154663079       39    
-2    -4    15    0     10    102   -3    9     -0.8895640969276428      -0.8895641561700485      -102  
-2    -14   -16   9     3     4     111   -16   0.384993314743042        0.38499335793827494      56    
12    -9    6     -12   16    -12   8     90    -1.1707909107208252      -1.1707910143789355      -80   
error:3.9698022646916797e-10
A:                                              X:                       X_ans:                   B:
119   -13   -6    -14   -1    -12   -1    14    1.0525600910186768       1.0525601680879506       108   
-16   85    15    11    1     -10   0     -6    -0.18562376499176025     -0.1856237855839304      -24   
16    -6    83    14    -7    -7    2     10    1.0338997840881348       1.0338998380776345       84    
-6    -13   15    121   12    13    -4    -7    -0.5401948094367981      -0.540194895576714       -42   
-7    16    2     -4    82    -1    -16   0     -0.281416118144989       -0.2814161644245173      -30   
4     -10   -6    12    14    96    0     -16   0.6467523574829102       0.6467523950496042       67    
3     -11   11    15    -16   1     97    11    0.01048743724822998      0.010487477165222702     4     
15    4     -14   8     11    5     7     107   -0.9669284224510193      -0.9669284765235311      -107  
error:2.9042013238722575e-10
A:                                              X:                       X_ans:                   B:
106   -15   7     -7    -4    -8    -14   -14   0.8793368935585022       0.8793369763574634       115   
6     115   -9    7     -14   9     9     -11   -1.131779670715332       -1.131779743596272       -126  
-15   -10   123   -9    -15   7     6     2     -0.9551107287406921      -0.955110806901314       -115  
16    -16   -6    124   10    -1    -8    10    -1.1821702718734741      -1.1821703567984276      -107  
-5    -8    10    16    94    -4    2     -16   0.420417845249176        0.4204178934421266       20    
-4    11    -7    8     -11   127   11    13    0.21451228857040405      0.21451231853010153      -2    
14    13    -6    -15   1     3     108   -13   -0.13449329137802124     -0.13449337293329508     12    
-9    -6    -1    10    10    2     -2    112   -0.33850210905075073     -0.3385021717020139      -45   
error:4.6063419745223655e-10
A:                                              X:                       X_ans:                   B:
82    7     10    6     -7    7     5     6     1.4358642101287842       1.4358642778763904       120   
12    123   -14   7     -8    9     13    -12   -0.9592458009719849      -0.9592458996669713      -102  
-7    -4    101   -5    11    -7    -11   5     0.06066703796386719      0.060667089893495535     -10   
11    8     -11   115   3     -9    7     3     -0.5456445217132568      -0.5456445979030198      -53   
15    -8    -15   -6    92    -4    -12   10    -1.5572735667228699      -1.5572737302553583      -106  
6     -7    -10   -16   13    94    0     8     -0.47501683235168457     -0.47501689728264085     -37   
-14   2     6     15    5     -3    112   5     0.1466602087020874       0.14666029307867842      -17   
15    4     -11   -12   -12   -8    8     86    0.5553246736526489       0.5553246506809231       95    
error:5.368754329992953e-10
A:                                              X:                       X_ans:                   B:
116   -2    -10   8     16    2     -13   6     0.017434298992156982     0.017434407462197377     23    
12    71    3     4     -2    -15   6     -10   -1.5381933450698853      -1.538193487715746       -113  
1     -15   76    4     -2    5     -3    -14   -1.1401848793029785      -1.1401850180114137      -68   
-9    -4    -3    106   13    -10   3     -16   -1.5590701699256897      -1.559070368050607       -121  
